"Name","Total Population by Age Group"
"Description","Total population by age group."
"Source Notes","U.S. Census Bureau, American Community Survey 1-Year Estimates, Tables: B01003, B01001 and B09001&nbsp;(2005-2019); retrieved from&nbsp;<a href=""https://data.census.gov/"" target=""_blank"">https://data.census.gov/</a><a href=""http://factfinder2.census.gov/"" target=""_blank""></a>.&nbsp;"
"Notes","Percents refer to the percent of the total population."

Location,Age Group,TimeFrame,DataFormat,Data,Fips
Murray Hill/Stuyvesant,Children Under 18 Years,2006,Percent,0.08597,106
Murray Hill/Stuyvesant,Youth 18 to 24 Years,2006,Number,9625,106
Murray Hill/Stuyvesant,Youth 18 to 24 Years,2006,Percent,0.06926,106
Upper West Side,Adults 25 Years and Older,2006,Number,167193,107
Upper West Side,Adults 25 Years and Older,2006,Percent,0.77114,107
Upper West Side,Children Under 18 Years,2006,Number,39324,107
Upper West Side,Children Under 18 Years,2006,Percent,0.18137,107
Upper West Side,Youth 18 to 24 Years,2006,Number,10295,107
Upper West Side,Youth 18 to 24 Years,2006,Percent,0.04748,107
Upper East Side,Adults 25 Years and Older,2006,Number,172500,108
Upper East Side,Adults 25 Years and Older,2006,Percent,0.80435,108
Upper East Side,Children Under 18 Years,2006,Number,33665,108
Upper East Side,Children Under 18 Years,2006,Percent,0.15698,108
Upper East Side,Youth 18 to 24 Years,2006,Number,8294,108
Upper East Side,Youth 18 to 24 Years,2006,Percent,0.03867,108
Manhattanville,Adults 25 Years and Older,2006,Number,81571,109
Manhattanville,Adults 25 Years and Older,2006,Percent,0.66461,109
Manhattanville,Children Under 18 Years,2006,Number,20907,109
Manhattanville,Children Under 18 Years,2006,Percent,0.17034,109
Manhattanville,Youth 18 to 24 Years,2006,Number,20258,109
Manhattanville,Youth 18 to 24 Years,2006,Percent,0.16505,109
Central Harlem,Adults 25 Years and Older,2006,Number,75188,110
Central Harlem,Adults 25 Years and Older,2006,Percent,0.63642,110
Central Harlem,Children Under 18 Years,2006,Number,31025,110
Central Harlem,Children Under 18 Years,2006,Percent,0.26261,110
Central Harlem,Youth 18 to 24 Years,2006,Number,11930,110
Central Harlem,Youth 18 to 24 Years,2006,Percent,0.10098,110
East Harlem,Adults 25 Years and Older,2006,Number,85074,111
East Harlem,Adults 25 Years and Older,2006,Percent,0.63352,111
East Harlem,Children Under 18 Years,2006,Number,37124,111
East Harlem,Children Under 18 Years,2006,Percent,0.27645,111
East Harlem,Youth 18 to 24 Years,2006,Number,12089,111
East Harlem,Youth 18 to 24 Years,2006,Percent,0.09002,111
Washington Heights,Adults 25 Years and Older,2006,Number,139841,112
Washington Heights,Adults 25 Years and Older,2006,Percent,0.66952,112
Washington Heights,Children Under 18 Years,2006,Number,46780,112
Washington Heights,Children Under 18 Years,2006,Percent,0.22397,112
Washington Heights,Youth 18 to 24 Years,2006,Number,22246,112
Washington Heights,Youth 18 to 24 Years,2006,Percent,0.10651,112
Mott Haven,Adults 25 Years and Older,2006,Number,50305.11336,201
Mott Haven,Adults 25 Years and Older,2006,Percent,0.5731,201
Mott Haven,Children Under 18 Years,2006,Number,25982.59423,201
Mott Haven,Children Under 18 Years,2006,Percent,0.296,201
Mott Haven,Youth 18 to 24 Years,2006,Number,11490.03671,201
Mott Haven,Youth 18 to 24 Years,2006,Percent,0.1309,201
Hunts Point,Adults 25 Years and Older,2006,Number,28724.88664,202
Hunts Point,Adults 25 Years and Older,2006,Percent,0.5731,202
Hunts Point,Children Under 18 Years,2006,Number,14836.40577,202
Hunts Point,Children Under 18 Years,2006,Percent,0.296,202
Hunts Point,Youth 18 to 24 Years,2006,Number,6560.96329,202
Hunts Point,Youth 18 to 24 Years,2006,Percent,0.1309,202
Morrisania,Adults 25 Years and Older,2006,Number,40021.414,203
Morrisania,Adults 25 Years and Older,2006,Percent,0.5212,203
Morrisania,Children Under 18 Years,2006,Number,27436.01445,203
Morrisania,Children Under 18 Years,2006,Percent,0.3573,203
Morrisania,Youth 18 to 24 Years,2006,Number,9329.94749,203
Morrisania,Youth 18 to 24 Years,2006,Percent,0.1215,203
Concourse/Highbridge,Adults 25 Years and Older,2006,Number,77611,204
Concourse/Highbridge,Adults 25 Years and Older,2006,Percent,0.58425,204
Concourse/Highbridge,Children Under 18 Years,2006,Number,42596,204
Concourse/Highbridge,Children Under 18 Years,2006,Percent,0.32066,204
Concourse/Highbridge,Youth 18 to 24 Years,2006,Number,12631,204
Concourse/Highbridge,Youth 18 to 24 Years,2006,Percent,0.09509,204
University Heights,Adults 25 Years and Older,2006,Number,73460,205
University Heights,Adults 25 Years and Older,2006,Percent,0.54879,205
University Heights,Children Under 18 Years,2006,Number,45071,205
University Heights,Children Under 18 Years,2006,Percent,0.33671,205
University Heights,Youth 18 to 24 Years,2006,Number,15327,205
University Heights,Youth 18 to 24 Years,2006,Percent,0.1145,205
East Tremont,Adults 25 Years and Older,2006,Number,41780.586,206
East Tremont,Adults 25 Years and Older,2006,Percent,0.5212,206
East Tremont,Children Under 18 Years,2006,Number,28641.98555,206
East Tremont,Children Under 18 Years,2006,Percent,0.3573,206
East Tremont,Youth 18 to 24 Years,2006,Number,9740.05251,206
East Tremont,Youth 18 to 24 Years,2006,Percent,0.1215,206
Bedford Park,Adults 25 Years and Older,2006,Number,75453,207
Bedford Park,Adults 25 Years and Older,2006,Percent,0.60378,207
Bedford Park,Children Under 18 Years,2006,Number,35663,207
Bedford Park,Children Under 18 Years,2006,Percent,0.28538,207
Bedford Park,Youth 18 to 24 Years,2006,Number,13852,207
Bedford Park,Youth 18 to 24 Years,2006,Percent,0.11084,207
Riverdale,Adults 25 Years and Older,2006,Number,76131,208
Riverdale,Adults 25 Years and Older,2006,Percent,0.68464,208
Riverdale,Children Under 18 Years,2006,Number,25307,208
Riverdale,Children Under 18 Years,2006,Percent,0.22758,208
Riverdale,Youth 18 to 24 Years,2006,Number,9761,208
Riverdale,Youth 18 to 24 Years,2006,Percent,0.08778,208
Unionport/Soundview,Adults 25 Years and Older,2006,Number,111699,209
Unionport/Soundview,Adults 25 Years and Older,2006,Percent,0.61919,209
Unionport/Soundview,Children Under 18 Years,2006,Number,50722,209
Unionport/Soundview,Children Under 18 Years,2006,Percent,0.28117,209
Unionport/Soundview,Youth 18 to 24 Years,2006,Number,17975,209
Unionport/Soundview,Youth 18 to 24 Years,2006,Percent,0.09964,209
Throgs Neck,Adults 25 Years and Older,2006,Number,80666,210
Throgs Neck,Adults 25 Years and Older,2006,Percent,0.70709,210
Throgs Neck,Children Under 18 Years,2006,Number,21225,210
Throgs Neck,Children Under 18 Years,2006,Percent,0.18605,210
Throgs Neck,Youth 18 to 24 Years,2006,Number,12190,210
Throgs Neck,Youth 18 to 24 Years,2006,Percent,0.10685,210
Pelham Parkway,Adults 25 Years and Older,2006,Number,79583,211
Pelham Parkway,Adults 25 Years and Older,2006,Percent,0.65519,211
Pelham Parkway,Children Under 18 Years,2006,Number,32288,211
Pelham Parkway,Children Under 18 Years,2006,Percent,0.26582,211
Pelham Parkway,Youth 18 to 24 Years,2006,Number,9594,211
Pelham Parkway,Youth 18 to 24 Years,2006,Percent,0.07899,211
Williamsbridge,Adults 25 Years and Older,2006,Number,88901,212
Williamsbridge,Adults 25 Years and Older,2006,Percent,0.60142,212
Williamsbridge,Children Under 18 Years,2006,Number,42990,212
Williamsbridge,Children Under 18 Years,2006,Percent,0.29083,212
Williamsbridge,Youth 18 to 24 Years,2006,Number,15927,212
Williamsbridge,Youth 18 to 24 Years,2006,Percent,0.10775,212
Williamsburg/Greenpoint,Adults 25 Years and Older,2006,Number,90060,301
Williamsburg/Greenpoint,Adults 25 Years and Older,2006,Percent,0.63641,301
Williamsburg/Greenpoint,Children Under 18 Years,2006,Number,38341,301
Williamsburg/Greenpoint,Children Under 18 Years,2006,Percent,0.27094,301
Williamsburg/Greenpoint,Youth 18 to 24 Years,2006,Number,13112,301
Williamsburg/Greenpoint,Youth 18 to 24 Years,2006,Percent,0.09266,301
Fort Greene/Brooklyn Hts,Adults 25 Years and Older,2006,Number,79103,302
Fort Greene/Brooklyn Hts,Adults 25 Years and Older,2006,Percent,0.70757,302
Fort Greene/Brooklyn Hts,Children Under 18 Years,2006,Number,21244,302
Fort Greene/Brooklyn Hts,Children Under 18 Years,2006,Percent,0.19003,302
Fort Greene/Brooklyn Hts,Youth 18 to 24 Years,2006,Number,11449,302
Fort Greene/Brooklyn Hts,Youth 18 to 24 Years,2006,Percent,0.10241,302
Bedford Stuyvesant,Adults 25 Years and Older,2006,Number,70511,303
Bedford Stuyvesant,Adults 25 Years and Older,2006,Percent,0.53382,303
Bedford Stuyvesant,Children Under 18 Years,2006,Number,43488,303
Bedford Stuyvesant,Children Under 18 Years,2006,Percent,0.32924,303
Bedford Stuyvesant,Youth 18 to 24 Years,2006,Number,18088,303
Bedford Stuyvesant,Youth 18 to 24 Years,2006,Percent,0.13694,303
Bushwick,Adults 25 Years and Older,2006,Number,72862,304
Bushwick,Adults 25 Years and Older,2006,Percent,0.58821,304
Bushwick,Children Under 18 Years,2006,Number,37740,304
Bushwick,Children Under 18 Years,2006,Percent,0.30467,304
Bushwick,Youth 18 to 24 Years,2006,Number,13269,304
Bushwick,Youth 18 to 24 Years,2006,Percent,0.10712,304
East New York,Adults 25 Years and Older,2006,Number,90889,305
East New York,Adults 25 Years and Older,2006,Percent,0.5643,305
East New York,Children Under 18 Years,2006,Number,51405,305
East New York,Children Under 18 Years,2006,Percent,0.31916,305
East New York,Youth 18 to 24 Years,2006,Number,18770,305
East New York,Youth 18 to 24 Years,2006,Percent,0.11654,305
Park Slope,Adults 25 Years and Older,2006,Number,79936,306
Park Slope,Adults 25 Years and Older,2006,Percent,0.72648,306
Park Slope,Children Under 18 Years,2006,Number,23567,306
Park Slope,Children Under 18 Years,2006,Percent,0.21418,306
Park Slope,Youth 18 to 24 Years,2006,Number,6529,306
Park Slope,Youth 18 to 24 Years,2006,Percent,0.05934,306
Sunset Park,Adults 25 Years and Older,2006,Number,101031,307
Sunset Park,Adults 25 Years and Older,2006,Percent,0.66005,307
Sunset Park,Children Under 18 Years,2006,Number,37042,307
Sunset Park,Children Under 18 Years,2006,Percent,0.242,307
Sunset Park,Youth 18 to 24 Years,2006,Number,14993,307
Sunset Park,Youth 18 to 24 Years,2006,Percent,0.09795,307
Crown Heights North,Adults 25 Years and Older,2006,Number,80414,308
Crown Heights North,Adults 25 Years and Older,2006,Percent,0.63312,308
Crown Heights North,Children Under 18 Years,2006,Number,32206,308
Crown Heights North,Children Under 18 Years,2006,Percent,0.25357,308
Crown Heights North,Youth 18 to 24 Years,2006,Number,14393,308
Crown Heights North,Youth 18 to 24 Years,2006,Percent,0.11332,308
Crown Heights South,Adults 25 Years and Older,2006,Number,68598,309
Crown Heights South,Adults 25 Years and Older,2006,Percent,0.62174,309
Crown Heights South,Children Under 18 Years,2006,Number,27603,309
Crown Heights South,Children Under 18 Years,2006,Percent,0.25018,309
Crown Heights South,Youth 18 to 24 Years,2006,Number,14132,309
Crown Heights South,Youth 18 to 24 Years,2006,Percent,0.12809,309
Bay Ridge,Adults 25 Years and Older,2006,Number,88324,310
Bay Ridge,Adults 25 Years and Older,2006,Percent,0.71548,310
Bay Ridge,Children Under 18 Years,2006,Number,23648,310
Bay Ridge,Children Under 18 Years,2006,Percent,0.19156,310
Bay Ridge,Youth 18 to 24 Years,2006,Number,11475,310
Bay Ridge,Youth 18 to 24 Years,2006,Percent,0.09296,310
Bensonhurst,Adults 25 Years and Older,2006,Number,123205,311
Bensonhurst,Adults 25 Years and Older,2006,Percent,0.70567,311
Bensonhurst,Children Under 18 Years,2006,Number,37184,311
Bensonhurst,Children Under 18 Years,2006,Percent,0.21298,311
Bensonhurst,Youth 18 to 24 Years,2006,Number,14204,311
Bensonhurst,Youth 18 to 24 Years,2006,Percent,0.08136,311
Borough Park,Adults 25 Years and Older,2006,Number,82761,312
Borough Park,Adults 25 Years and Older,2006,Percent,0.53219,312
Borough Park,Children Under 18 Years,2006,Number,58060,312
Borough Park,Children Under 18 Years,2006,Percent,0.37336,312
Borough Park,Youth 18 to 24 Years,2006,Number,14688,312
Borough Park,Youth 18 to 24 Years,2006,Percent,0.09445,312
Coney Island,Adults 25 Years and Older,2006,Number,76488,313
Coney Island,Adults 25 Years and Older,2006,Percent,0.73768,313
Coney Island,Children Under 18 Years,2006,Number,17895,313
Coney Island,Children Under 18 Years,2006,Percent,0.17259,313
Coney Island,Youth 18 to 24 Years,2006,Number,9304,313
Coney Island,Youth 18 to 24 Years,2006,Percent,0.08973,313
Flatbush/Midwood,Adults 25 Years and Older,2006,Number,102619,314
Flatbush/Midwood,Adults 25 Years and Older,2006,Percent,0.62918,314
Flatbush/Midwood,Children Under 18 Years,2006,Number,44575,314
Flatbush/Midwood,Children Under 18 Years,2006,Percent,0.2733,314
Flatbush/Midwood,Youth 18 to 24 Years,2006,Number,15905,314
Flatbush/Midwood,Youth 18 to 24 Years,2006,Percent,0.09752,314
Sheepshead Bay,Adults 25 Years and Older,2006,Number,106611,315
Sheepshead Bay,Adults 25 Years and Older,2006,Percent,0.71655,315
Sheepshead Bay,Children Under 18 Years,2006,Number,29829,315
Sheepshead Bay,Children Under 18 Years,2006,Percent,0.20049,315
Sheepshead Bay,Youth 18 to 24 Years,2006,Number,12344,315
Sheepshead Bay,Youth 18 to 24 Years,2006,Percent,0.08297,315
Brownsville,Adults 25 Years and Older,2006,Number,65436,316
Brownsville,Adults 25 Years and Older,2006,Percent,0.55959,316
Brownsville,Children Under 18 Years,2006,Number,39260,316
Brownsville,Children Under 18 Years,2006,Percent,0.33574,316
Brownsville,Youth 18 to 24 Years,2006,Number,12240,316
Brownsville,Youth 18 to 24 Years,2006,Percent,0.10467,316
East Flatbush,Adults 25 Years and Older,2006,Number,93611,317
East Flatbush,Adults 25 Years and Older,2006,Percent,0.63512,317
East Flatbush,Children Under 18 Years,2006,Number,38977,317
East Flatbush,Children Under 18 Years,2006,Percent,0.26445,317
East Flatbush,Youth 18 to 24 Years,2006,Number,14802,317
East Flatbush,Youth 18 to 24 Years,2006,Percent,0.10043,317
Canarsie,Adults 25 Years and Older,2006,Number,129542,318
Canarsie,Adults 25 Years and Older,2006,Percent,0.63315,318
Canarsie,Children Under 18 Years,2006,Number,53171,318
Canarsie,Children Under 18 Years,2006,Percent,0.25988,318
Canarsie,Youth 18 to 24 Years,2006,Number,21887,318
Canarsie,Youth 18 to 24 Years,2006,Percent,0.10698,318
Astoria,Adults 25 Years and Older,2006,Number,133560,401
Astoria,Adults 25 Years and Older,2006,Percent,0.70203,401
Astoria,Children Under 18 Years,2006,Number,36782,401
Astoria,Children Under 18 Years,2006,Percent,0.19334,401
Astoria,Youth 18 to 24 Years,2006,Number,19905,401
Astoria,Youth 18 to 24 Years,2006,Percent,0.10463,401
Sunnyside/Woodside,Adults 25 Years and Older,2006,Number,95079,402
Sunnyside/Woodside,Adults 25 Years and Older,2006,Percent,0.73892,402
Sunnyside/Woodside,Children Under 18 Years,2006,Number,23732,402
Sunnyside/Woodside,Children Under 18 Years,2006,Percent,0.18444,402
Sunnyside/Woodside,Youth 18 to 24 Years,2006,Number,9862,402
Sunnyside/Woodside,Youth 18 to 24 Years,2006,Percent,0.07664,402
Jackson Heights,Adults 25 Years and Older,2006,Number,118130,403
Jackson Heights,Adults 25 Years and Older,2006,Percent,0.66972,403
Jackson Heights,Children Under 18 Years,2006,Number,39843,403
Jackson Heights,Children Under 18 Years,2006,Percent,0.22588,403
Jackson Heights,Youth 18 to 24 Years,2006,Number,18414,403
Jackson Heights,Youth 18 to 24 Years,2006,Percent,0.1044,403
Elmhurst/Corona,Adults 25 Years and Older,2006,Number,94548,404
Elmhurst/Corona,Adults 25 Years and Older,2006,Percent,0.6822,404
Elmhurst/Corona,Children Under 18 Years,2006,Number,30928,404
Elmhurst/Corona,Children Under 18 Years,2006,Percent,0.22316,404
Elmhurst/Corona,Youth 18 to 24 Years,2006,Number,13117,404
Elmhurst/Corona,Youth 18 to 24 Years,2006,Percent,0.09464,404
Ridgewood/Glendale,Adults 25 Years and Older,2006,Number,121437,405
Ridgewood/Glendale,Adults 25 Years and Older,2006,Percent,0.67552,405
Ridgewood/Glendale,Children Under 18 Years,2006,Number,42171,405
Ridgewood/Glendale,Children Under 18 Years,2006,Percent,0.23459,405
Ridgewood/Glendale,Youth 18 to 24 Years,2006,Number,16160,405
Ridgewood/Glendale,Youth 18 to 24 Years,2006,Percent,0.08989,405
Rego Park/Forest Hills,Adults 25 Years and Older,2006,Number,87017,406
Rego Park/Forest Hills,Adults 25 Years and Older,2006,Percent,0.74745,406
Rego Park/Forest Hills,Children Under 18 Years,2006,Number,21639,406
Rego Park/Forest Hills,Children Under 18 Years,2006,Percent,0.18587,406
Rego Park/Forest Hills,Youth 18 to 24 Years,2006,Number,7762,406
Rego Park/Forest Hills,Youth 18 to 24 Years,2006,Percent,0.06667,406
Flushing,Adults 25 Years and Older,2006,Number,182737,407
Flushing,Adults 25 Years and Older,2006,Percent,0.7412,407
Flushing,Children Under 18 Years,2006,Number,43189,407
Flushing,Children Under 18 Years,2006,Percent,0.17518,407
Flushing,Youth 18 to 24 Years,2006,Number,20616,407
Flushing,Youth 18 to 24 Years,2006,Percent,0.08362,407
Fresh Meadows/Briarwood,Adults 25 Years and Older,2006,Number,100402,408
Fresh Meadows/Briarwood,Adults 25 Years and Older,2006,Percent,0.68127,408
Fresh Meadows/Briarwood,Children Under 18 Years,2006,Number,33670,408
Fresh Meadows/Briarwood,Children Under 18 Years,2006,Percent,0.22847,408
Fresh Meadows/Briarwood,Youth 18 to 24 Years,2006,Number,13302,408
Fresh Meadows/Briarwood,Youth 18 to 24 Years,2006,Percent,0.09026,408
Woodhaven,Adults 25 Years and Older,2006,Number,88199,409
Woodhaven,Adults 25 Years and Older,2006,Percent,0.63599,409
Woodhaven,Children Under 18 Years,2006,Number,35332,409
Woodhaven,Children Under 18 Years,2006,Percent,0.25478,409
Woodhaven,Youth 18 to 24 Years,2006,Number,15148,409
Woodhaven,Youth 18 to 24 Years,2006,Percent,0.10923,409
Howard Beach,Adults 25 Years and Older,2006,Number,85005,410
Howard Beach,Adults 25 Years and Older,2006,Percent,0.6821,410
Howard Beach,Children Under 18 Years,2006,Number,30298,410
Howard Beach,Children Under 18 Years,2006,Percent,0.24312,410
Howard Beach,Youth 18 to 24 Years,2006,Number,9320,410
Howard Beach,Youth 18 to 24 Years,2006,Percent,0.07479,410
Bayside,Adults 25 Years and Older,2006,Number,88207,411
Bayside,Adults 25 Years and Older,2006,Percent,0.74889,411
Bayside,Children Under 18 Years,2006,Number,21566,411
Bayside,Children Under 18 Years,2006,Percent,0.1831,411
