"Name","Graduation Rate by Economic Status"
"Description","New York City public high school students who graduated as of June after four years of instruction."
"Source Notes","New York City Department of Education, Graduation Results (School Years 2004-05 to 2018-19); retrieved from&nbsp;<a href=""http://schools.nyc.gov/Accountability/data/GraduationDropoutReports/default.ht""></a><a href=""https://infohub.nyced.org/reports-and-policies/citywide-information-and-data/graduation-results"">https://infohub.nyced.org/reports-and-policies/citywide-information-and-data/graduation-results</a>&nbsp;"
"Notes","All data represent outcomes as of June after four years of instruction. In order to comply with FERPA regulations on public reporting of education outcomes, breakdowns where the number of students in the cohort is 5 or less are suppressed and maps and tables display ""no data"" or ""0""."

Location,Economic Status,TimeFrame,DataFormat,Data,Fips
"Bayside, Douglaston, Little Neck",Not Economically Disadvantaged,2014,Percent,0.76018,SD26
"Bayside, Douglaston, Little Neck",Economically Disadvantaged,2014,Percent,0.77121,SD26
"Jamaica, Howard Beach, Rockaways",Economically Disadvantaged,2014,Percent,0.57484,SD27
"Jamaica, Howard Beach, Rockaways",Not Economically Disadvantaged,2014,Percent,0.49496,SD27
"Jamaica, Forest Hills",Economically Disadvantaged,2014,Percent,0.76705,SD28
"Jamaica, Forest Hills",Not Economically Disadvantaged,2014,Percent,0.73581,SD28
"Queens Village, Rosedale, Hollis",Economically Disadvantaged,2014,Percent,0.67287,SD29
"Queens Village, Rosedale, Hollis",Not Economically Disadvantaged,2014,Percent,0.51399,SD29
"Long Island City, Astoria",Economically Disadvantaged,2014,Percent,0.67462,SD30
"Long Island City, Astoria",Not Economically Disadvantaged,2014,Percent,0.628,SD30
Staten Island,Economically Disadvantaged,2014,Percent,0.72046,SD31
Staten Island,Not Economically Disadvantaged,2014,Percent,0.80313,SD31
New York City,Economically Disadvantaged,2015,Percent,0.6651,3651000
New York City,Not Economically Disadvantaged,2015,Percent,0.68035,3651000
Manhattan,Economically Disadvantaged,2015,Percent,0.65649,36061
Manhattan,Not Economically Disadvantaged,2015,Percent,0.73233,36061
Bronx,Economically Disadvantaged,2015,Percent,0.59585,36005
Bronx,Not Economically Disadvantaged,2015,Percent,0.58373,36005
Brooklyn,Economically Disadvantaged,2015,Percent,0.66264,36047
Brooklyn,Not Economically Disadvantaged,2015,Percent,0.66884,36047
Queens,Economically Disadvantaged,2015,Percent,0.7262,36081
Queens,Not Economically Disadvantaged,2015,Percent,0.65875,36081
Staten Island,Not Economically Disadvantaged,2015,Percent,0.81072,36085
Staten Island,Economically Disadvantaged,2015,Percent,0.70762,36085
Lower East Side,Economically Disadvantaged,2015,Percent,0.5021,SD1
Lower East Side,Not Economically Disadvantaged,2015,Percent,0.70121,SD1
"Stuyvesant Town, Upper E. Side",Economically Disadvantaged,2015,Percent,0.69457,SD2
"Stuyvesant Town, Upper E. Side",Not Economically Disadvantaged,2015,Percent,0.74593,SD2
Upper West Side,Economically Disadvantaged,2015,Percent,0.6359,SD3
Upper West Side,Not Economically Disadvantaged,2015,Percent,0.85033,SD3
East Harlem,Economically Disadvantaged,2015,Percent,0.81279,SD4
East Harlem,Not Economically Disadvantaged,2015,Percent,0.66321,SD4
Central Harlem,Economically Disadvantaged,2015,Percent,0.62107,SD5
Central Harlem,Not Economically Disadvantaged,2015,Percent,0.60886,SD5
Washington Heights,Economically Disadvantaged,2015,Percent,0.62451,SD6
Washington Heights,Not Economically Disadvantaged,2015,Percent,0.46696,SD6
Mott Haven,Economically Disadvantaged,2015,Percent,0.54,SD7
Mott Haven,Not Economically Disadvantaged,2015,Percent,0.39858,SD7
"Hunts Point, Port Morris",Not Economically Disadvantaged,2015,Percent,0.42784,SD8
"Hunts Point, Port Morris",Economically Disadvantaged,2015,Percent,0.43403,SD8
"East Tremont, Morris Heights",Economically Disadvantaged,2015,Percent,0.64007,SD9
"East Tremont, Morris Heights",Not Economically Disadvantaged,2015,Percent,0.52019,SD9
"Riverdale, Kingsbridge, Fordham",Economically Disadvantaged,2015,Percent,0.61612,SD10
"Riverdale, Kingsbridge, Fordham",Not Economically Disadvantaged,2015,Percent,0.70461,SD10
"Eastchester, Baychester, Co-op City",Economically Disadvantaged,2015,Percent,0.66646,SD11
"Eastchester, Baychester, Co-op City",Not Economically Disadvantaged,2015,Percent,0.60417,SD11
"Crotona Park, Morrisania, Melrose",Economically Disadvantaged,2015,Percent,0.5613,SD12
"Crotona Park, Morrisania, Melrose",Not Economically Disadvantaged,2015,Percent,0.54035,SD12
"Brooklyn Hts, Downtown Brooklyn",Economically Disadvantaged,2015,Percent,0.75486,SD13
"Brooklyn Hts, Downtown Brooklyn",Not Economically Disadvantaged,2015,Percent,0.83737,SD13
"Williamsburg, Greenpoint",Economically Disadvantaged,2015,Percent,0.69021,SD14
"Williamsburg, Greenpoint",Not Economically Disadvantaged,2015,Percent,0.67112,SD14
"S. Brooklyn, Park Slope, Sunset Park",Economically Disadvantaged,2015,Percent,0.64412,SD15
"S. Brooklyn, Park Slope, Sunset Park",Not Economically Disadvantaged,2015,Percent,0.62467,SD15
Bedford Stuyvesant,Economically Disadvantaged,2015,Percent,0.48338,SD16
Bedford Stuyvesant,Not Economically Disadvantaged,2015,Percent,0.5,SD16
Crown Heights,Economically Disadvantaged,2015,Percent,0.67277,SD17
Crown Heights,Not Economically Disadvantaged,2015,Percent,0.60166,SD17
"East Flatbush, Canarsie",Economically Disadvantaged,2015,Percent,0.58895,SD18
"East Flatbush, Canarsie",Not Economically Disadvantaged,2015,Percent,0.55263,SD18
East New York,Economically Disadvantaged,2015,Percent,0.554,SD19
East New York,Not Economically Disadvantaged,2015,Percent,0.53872,SD19
"Bay Ridge, Bensonhurst",Economically Disadvantaged,2015,Percent,0.71069,SD20
"Bay Ridge, Bensonhurst",Not Economically Disadvantaged,2015,Percent,0.61222,SD20
"Gravesend, Coney Island",Economically Disadvantaged,2015,Percent,0.69478,SD21
"Gravesend, Coney Island",Not Economically Disadvantaged,2015,Percent,0.67628,SD21
"Flatbush, Midwood, Sheepshead Bay",Economically Disadvantaged,2015,Percent,0.75456,SD22
"Flatbush, Midwood, Sheepshead Bay",Not Economically Disadvantaged,2015,Percent,0.79175,SD22
"Brownsville, Ocean Hill",Economically Disadvantaged,2015,Percent,0.39696,SD23
"Brownsville, Ocean Hill",Not Economically Disadvantaged,2015,Percent,0.41221,SD23
Bushwick,Economically Disadvantaged,2015,Percent,0.5625,SD32
Bushwick,Not Economically Disadvantaged,2015,Percent,0.43166,SD32
"Sunnyside, Woodside, Jackson Hts",Economically Disadvantaged,2015,Percent,0.74812,SD24
"Sunnyside, Woodside, Jackson Hts",Not Economically Disadvantaged,2015,Percent,0.58761,SD24
"Flushing, Whitestone",Economically Disadvantaged,2015,Percent,0.68196,SD25
"Flushing, Whitestone",Not Economically Disadvantaged,2015,Percent,0.58771,SD25
"Bayside, Douglaston, Little Neck",Not Economically Disadvantaged,2015,Percent,0.80337,SD26
"Bayside, Douglaston, Little Neck",Economically Disadvantaged,2015,Percent,0.80449,SD26
"Jamaica, Howard Beach, Rockaways",Economically Disadvantaged,2015,Percent,0.59485,SD27
"Jamaica, Howard Beach, Rockaways",Not Economically Disadvantaged,2015,Percent,0.52967,SD27
"Jamaica, Forest Hills",Economically Disadvantaged,2015,Percent,0.78789,SD28
"Jamaica, Forest Hills",Not Economically Disadvantaged,2015,Percent,0.76425,SD28
"Queens Village, Rosedale, Hollis",Economically Disadvantaged,2015,Percent,0.66327,SD29
"Queens Village, Rosedale, Hollis",Not Economically Disadvantaged,2015,Percent,0.55056,SD29
"Long Island City, Astoria",Economically Disadvantaged,2015,Percent,0.7442,SD30
"Long Island City, Astoria",Not Economically Disadvantaged,2015,Percent,0.65985,SD30
Staten Island,Economically Disadvantaged,2015,Percent,0.70762,SD31
Staten Island,Not Economically Disadvantaged,2015,Percent,0.81072,SD31
New York City,Economically Disadvantaged,2016,Percent,0.70209,3651000
New York City,Not Economically Disadvantaged,2016,Percent,0.69435,3651000
Manhattan,Economically Disadvantaged,2016,Percent,0.70149,36061
Manhattan,Not Economically Disadvantaged,2016,Percent,0.74309,36061
Bronx,Economically Disadvantaged,2016,Percent,0.63693,36005
Bronx,Not Economically Disadvantaged,2016,Percent,0.61312,36005
Brooklyn,Economically Disadvantaged,2016,Percent,0.69186,36047
Brooklyn,Not Economically Disadvantaged,2016,Percent,0.68129,36047
Queens,Economically Disadvantaged,2016,Percent,0.76494,36081
Queens,Not Economically Disadvantaged,2016,Percent,0.66423,36081
Staten Island,Economically Disadvantaged,2016,Percent,0.71326,36085
Staten Island,Not Economically Disadvantaged,2016,Percent,0.83,36085
Lower East Side,Economically Disadvantaged,2016,Percent,0.56132,SD1
Lower East Side,Not Economically Disadvantaged,2016,Percent,0.62818,SD1
"Stuyvesant Town, Upper E. Side",Economically Disadvantaged,2016,Percent,0.73318,SD2
"Stuyvesant Town, Upper E. Side",Not Economically Disadvantaged,2016,Percent,0.75527,SD2
Upper West Side,Economically Disadvantaged,2016,Percent,0.67682,SD3
Upper West Side,Not Economically Disadvantaged,2016,Percent,0.85828,SD3
East Harlem,Economically Disadvantaged,2016,Percent,0.82377,SD4
East Harlem,Not Economically Disadvantaged,2016,Percent,0.64804,SD4
Central Harlem,Economically Disadvantaged,2016,Percent,0.63429,SD5
Central Harlem,Not Economically Disadvantaged,2016,Percent,0.64134,SD5
Washington Heights,Economically Disadvantaged,2016,Percent,0.64132,SD6
Washington Heights,Not Economically Disadvantaged,2016,Percent,0.53043,SD6
Mott Haven,Economically Disadvantaged,2016,Percent,0.6,SD7
Mott Haven,Not Economically Disadvantaged,2016,Percent,0.38372,SD7
"Hunts Point, Port Morris",Economically Disadvantaged,2016,Percent,0.50512,SD8
"Hunts Point, Port Morris",Not Economically Disadvantaged,2016,Percent,0.49257,SD8
"East Tremont, Morris Heights",Economically Disadvantaged,2016,Percent,0.66222,SD9
"East Tremont, Morris Heights",Not Economically Disadvantaged,2016,Percent,0.56546,SD9
"Riverdale, Kingsbridge, Fordham",Economically Disadvantaged,2016,Percent,0.68401,SD10
"Riverdale, Kingsbridge, Fordham",Not Economically Disadvantaged,2016,Percent,0.71572,SD10
"Eastchester, Baychester, Co-op City",Economically Disadvantaged,2016,Percent,0.67048,SD11
"Eastchester, Baychester, Co-op City",Not Economically Disadvantaged,2016,Percent,0.64204,SD11
"Crotona Park, Morrisania, Melrose",Economically Disadvantaged,2016,Percent,0.54786,SD12
"Crotona Park, Morrisania, Melrose",Not Economically Disadvantaged,2016,Percent,0.49135,SD12
"Brooklyn Hts, Downtown Brooklyn",Economically Disadvantaged,2016,Percent,0.80984,SD13
"Brooklyn Hts, Downtown Brooklyn",Not Economically Disadvantaged,2016,Percent,0.84417,SD13
"Williamsburg, Greenpoint",Economically Disadvantaged,2016,Percent,0.71958,SD14
"Williamsburg, Greenpoint",Not Economically Disadvantaged,2016,Percent,0.71903,SD14
"S. Brooklyn, Park Slope, Sunset Park",Economically Disadvantaged,2016,Percent,0.6617,SD15
"S. Brooklyn, Park Slope, Sunset Park",Not Economically Disadvantaged,2016,Percent,0.62779,SD15
Bedford Stuyvesant,Economically Disadvantaged,2016,Percent,0.47765,SD16
Bedford Stuyvesant,Not Economically Disadvantaged,2016,Percent,0.42958,SD16
Crown Heights,Economically Disadvantaged,2016,Percent,0.70308,SD17
Crown Heights,Not Economically Disadvantaged,2016,Percent,0.59962,SD17
"East Flatbush, Canarsie",Economically Disadvantaged,2016,Percent,0.58261,SD18
"East Flatbush, Canarsie",Not Economically Disadvantaged,2016,Percent,0.51389,SD18
East New York,Economically Disadvantaged,2016,Percent,0.64086,SD19
East New York,Not Economically Disadvantaged,2016,Percent,0.60129,SD19
"Bay Ridge, Bensonhurst",Economically Disadvantaged,2016,Percent,0.71328,SD20
"Bay Ridge, Bensonhurst",Not Economically Disadvantaged,2016,Percent,0.6049,SD20
"Gravesend, Coney Island",Economically Disadvantaged,2016,Percent,0.70624,SD21
"Gravesend, Coney Island",Not Economically Disadvantaged,2016,Percent,0.66739,SD21
"Flatbush, Midwood, Sheepshead Bay",Economically Disadvantaged,2016,Percent,0.77236,SD22
"Flatbush, Midwood, Sheepshead Bay",Not Economically Disadvantaged,2016,Percent,0.81171,SD22
"Brownsville, Ocean Hill",Economically Disadvantaged,2016,Percent,0.40171,SD23
"Brownsville, Ocean Hill",Not Economically Disadvantaged,2016,Percent,0.375,SD23
Bushwick,Economically Disadvantaged,2016,Percent,0.6475,SD32
Bushwick,Not Economically Disadvantaged,2016,Percent,0.52586,SD32
"Sunnyside, Woodside, Jackson Hts",Economically Disadvantaged,2016,Percent,0.79488,SD24
"Sunnyside, Woodside, Jackson Hts",Not Economically Disadvantaged,2016,Percent,0.59299,SD24
"Flushing, Whitestone",Economically Disadvantaged,2016,Percent,0.70382,SD25
"Flushing, Whitestone",Not Economically Disadvantaged,2016,Percent,0.59543,SD25
"Bayside, Douglaston, Little Neck",Economically Disadvantaged,2016,Percent,0.84669,SD26
"Bayside, Douglaston, Little Neck",Not Economically Disadvantaged,2016,Percent,0.80402,SD26
"Jamaica, Howard Beach, Rockaways",Economically Disadvantaged,2016,Percent,0.6541,SD27
"Jamaica, Howard Beach, Rockaways",Not Economically Disadvantaged,2016,Percent,0.56836,SD27
"Jamaica, Forest Hills",Economically Disadvantaged,2016,Percent,0.80803,SD28
"Jamaica, Forest Hills",Not Economically Disadvantaged,2016,Percent,0.7502,SD28
"Queens Village, Rosedale, Hollis",Economically Disadvantaged,2016,Percent,0.73691,SD29
"Queens Village, Rosedale, Hollis",Not Economically Disadvantaged,2016,Percent,0.53947,SD29
"Long Island City, Astoria",Economically Disadvantaged,2016,Percent,0.75604,SD30
"Long Island City, Astoria",Not Economically Disadvantaged,2016,Percent,0.66225,SD30
Staten Island,Economically Disadvantaged,2016,Percent,0.71714,SD31
Staten Island,Not Economically Disadvantaged,2016,Percent,0.83148,SD31
New York City,Economically Disadvantaged,2017,Percent,0.71868,3651000
New York City,Not Economically Disadvantaged,2017,Percent,0.69354,3651000
Manhattan,Economically Disadvantaged,2017,Percent,0.70395,36061
Manhattan,Not Economically Disadvantaged,2017,Percent,0.74032,36061
Bronx,Economically Disadvantaged,2017,Percent,0.64957,36005
Bronx,Not Economically Disadvantaged,2017,Percent,0.6215,36005
Brooklyn,Economically Disadvantaged,2017,Percent,0.72132,36047
Brooklyn,Not Economically Disadvantaged,2017,Percent,0.67014,36047
Queens,Economically Disadvantaged,2017,Percent,0.78155,36081
Queens,Not Economically Disadvantaged,2017,Percent,0.67639,36081
Staten Island,Economically Disadvantaged,2017,Percent,0.74587,36085
Staten Island,Not Economically Disadvantaged,2017,Percent,0.81985,36085
Lower East Side,Not Economically Disadvantaged,2017,Percent,0.55963,SD1
Lower East Side,Economically Disadvantaged,2017,Percent,0.60791,SD1
"Stuyvesant Town, Upper E. Side",Economically Disadvantaged,2017,Percent,0.71853,SD2
"Stuyvesant Town, Upper E. Side",Not Economically Disadvantaged,2017,Percent,0.75702,SD2
Upper West Side,Economically Disadvantaged,2017,Percent,0.69466,SD3
Upper West Side,Not Economically Disadvantaged,2017,Percent,0.85185,SD3
East Harlem,Not Economically Disadvantaged,2017,Percent,0.7043,SD4
East Harlem,Economically Disadvantaged,2017,Percent,0.87548,SD4
Central Harlem,Economically Disadvantaged,2017,Percent,0.65042,SD5
Central Harlem,Not Economically Disadvantaged,2017,Percent,0.67376,SD5
Washington Heights,Economically Disadvantaged,2017,Percent,0.64031,SD6
Washington Heights,Not Economically Disadvantaged,2017,Percent,0.53219,SD6
Mott Haven,Economically Disadvantaged,2017,Percent,0.57827,SD7
Mott Haven,Not Economically Disadvantaged,2017,Percent,0.5,SD7
"Hunts Point, Port Morris",Not Economically Disadvantaged,2017,Percent,0.50642,SD8
"Hunts Point, Port Morris",Economically Disadvantaged,2017,Percent,0.52945,SD8
"East Tremont, Morris Heights",Not Economically Disadvantaged,2017,Percent,0.54654,SD9
"East Tremont, Morris Heights",Economically Disadvantaged,2017,Percent,0.68852,SD9
"Riverdale, Kingsbridge, Fordham",Economically Disadvantaged,2017,Percent,0.70232,SD10
"Riverdale, Kingsbridge, Fordham",Not Economically Disadvantaged,2017,Percent,0.71404,SD10
"Eastchester, Baychester, Co-op City",Economically Disadvantaged,2017,Percent,0.67802,SD11
"Eastchester, Baychester, Co-op City",Not Economically Disadvantaged,2017,Percent,0.66981,SD11
"Crotona Park, Morrisania, Melrose",Not Economically Disadvantaged,2017,Percent,0.47119,SD12
"Crotona Park, Morrisania, Melrose",Economically Disadvantaged,2017,Percent,0.55539,SD12
"Brooklyn Hts, Downtown Brooklyn",Economically Disadvantaged,2017,Percent,0.82014,SD13
"Brooklyn Hts, Downtown Brooklyn",Not Economically Disadvantaged,2017,Percent,0.84236,SD13
"Williamsburg, Greenpoint",Economically Disadvantaged,2017,Percent,0.7663,SD14
"Williamsburg, Greenpoint",Not Economically Disadvantaged,2017,Percent,0.72779,SD14
"S. Brooklyn, Park Slope, Sunset Park",Economically Disadvantaged,2017,Percent,0.67047,SD15
"S. Brooklyn, Park Slope, Sunset Park",Not Economically Disadvantaged,2017,Percent,0.63145,SD15
Bedford Stuyvesant,Economically Disadvantaged,2017,Percent,0.50721,SD16
Bedford Stuyvesant,Not Economically Disadvantaged,2017,Percent,0.51087,SD16
Crown Heights,Not Economically Disadvantaged,2017,Percent,0.57985,SD17
Crown Heights,Economically Disadvantaged,2017,Percent,0.73775,SD17
"East Flatbush, Canarsie",Economically Disadvantaged,2017,Percent,0.64398,SD18
"East Flatbush, Canarsie",Not Economically Disadvantaged,2017,Percent,0.51807,SD18
East New York,Economically Disadvantaged,2017,Percent,0.63201,SD19
East New York,Not Economically Disadvantaged,2017,Percent,0.54007,SD19
"Bay Ridge, Bensonhurst",Not Economically Disadvantaged,2017,Percent,0.59422,SD20
"Bay Ridge, Bensonhurst",Economically Disadvantaged,2017,Percent,0.74438,SD20
"Gravesend, Coney Island",Economically Disadvantaged,2017,Percent,0.7258,SD21
"Gravesend, Coney Island",Not Economically Disadvantaged,2017,Percent,0.64138,SD21
"Flatbush, Midwood, Sheepshead Bay",Economically Disadvantaged,2017,Percent,0.80762,SD22
"Flatbush, Midwood, Sheepshead Bay",Not Economically Disadvantaged,2017,Percent,0.80026,SD22
"Brownsville, Ocean Hill",Economically Disadvantaged,2017,Percent,0.44583,SD23
"Brownsville, Ocean Hill",Not Economically Disadvantaged,2017,Percent,0.2314,SD23
"Sunnyside, Woodside, Jackson Hts",Not Economically Disadvantaged,2017,Percent,0.61778,SD24
"Sunnyside, Woodside, Jackson Hts",Economically Disadvantaged,2017,Percent,0.78824,SD24
"Flushing, Whitestone",Economically Disadvantaged,2017,Percent,0.70273,SD25
"Flushing, Whitestone",Not Economically Disadvantaged,2017,Percent,0.58048,SD25
"Bayside, Douglaston, Little Neck",Economically Disadvantaged,2017,Percent,0.86861,SD26
"Bayside, Douglaston, Little Neck",Not Economically Disadvantaged,2017,Percent,0.82975,SD26
"Jamaica, Howard Beach, Rockaways",Not Economically Disadvantaged,2017,Percent,0.57534,SD27
"Jamaica, Howard Beach, Rockaways",Economically Disadvantaged,2017,Percent,0.71718,SD27
"Jamaica, Forest Hills",Economically Disadvantaged,2017,Percent,0.80665,SD28
"Jamaica, Forest Hills",Not Economically Disadvantaged,2017,Percent,0.73929,SD28
"Queens Village, Rosedale, Hollis",Economically Disadvantaged,2017,Percent,0.7294,SD29
"Queens Village, Rosedale, Hollis",Not Economically Disadvantaged,2017,Percent,0.57196,SD29
"Long Island City, Astoria",Economically Disadvantaged,2017,Percent,0.79794,SD30
"Long Island City, Astoria",Not Economically Disadvantaged,2017,Percent,0.70414,SD30
Staten Island,Not Economically Disadvantaged,2017,Percent,0.82632,SD31
Staten Island,Economically Disadvantaged,2017,Percent,0.75063,SD31
Bushwick,Economically Disadvantaged,2017,Percent,0.68119,SD32
Bushwick,Not Economically Disadvantaged,2017,Percent,0.51634,SD32
Lower East Side,Economically Disadvantaged,2018,Percent,0.62047,SD1
"Stuyvesant Town, Upper E. Side",Economically Disadvantaged,2018,Percent,0.73545,SD2
Upper West Side,Economically Disadvantaged,2018,Percent,0.65975,SD3
East Harlem,Economically Disadvantaged,2018,Percent,0.84519,SD4
Central Harlem,Economically Disadvantaged,2018,Percent,0.60426,SD5
Washington Heights,Economically Disadvantaged,2018,Percent,0.68864,SD6
Mott Haven,Economically Disadvantaged,2018,Percent,0.58157,SD7
"Hunts Point, Port Morris",Economically Disadvantaged,2018,Percent,0.52548,SD8
"East Tremont, Morris Heights",Economically Disadvantaged,2018,Percent,0.65363,SD9
"Riverdale, Kingsbridge, Fordham",Economically Disadvantaged,2018,Percent,0.70981,SD10
"Eastchester, Baychester, Co-op City",Economically Disadvantaged,2018,Percent,0.68587,SD11
"Crotona Park, Morrisania, Melrose",Economically Disadvantaged,2018,Percent,0.54058,SD12
"Brooklyn Hts, Downtown Brooklyn",Economically Disadvantaged,2018,Percent,0.80497,SD13
"Williamsburg, Greenpoint",Economically Disadvantaged,2018,Percent,0.79202,SD14
"S. Brooklyn, Park Slope, Sunset Park",Economically Disadvantaged,2018,Percent,0.66695,SD15
Bedford Stuyvesant,Economically Disadvantaged,2018,Percent,0.60233,SD16
Crown Heights,Economically Disadvantaged,2018,Percent,0.76129,SD17
"East Flatbush, Canarsie",Economically Disadvantaged,2018,Percent,0.60306,SD18
East New York,Economically Disadvantaged,2018,Percent,0.69079,SD19
"Bay Ridge, Bensonhurst",Economically Disadvantaged,2018,Percent,0.73457,SD20
"Gravesend, Coney Island",Economically Disadvantaged,2018,Percent,0.74116,SD21
"Flatbush, Midwood, Sheepshead Bay",Economically Disadvantaged,2018,Percent,0.79245,SD22
"Brownsville, Ocean Hill",Economically Disadvantaged,2018,Percent,0.47894,SD23
"Sunnyside, Woodside, Jackson Hts",Economically Disadvantaged,2018,Percent,0.7776,SD24
"Flushing, Whitestone",Economically Disadvantaged,2018,Percent,0.69171,SD25
"Bayside, Douglaston, Little Neck",Economically Disadvantaged,2018,Percent,0.8642,SD26
"Jamaica, Howard Beach, Rockaways",Economically Disadvantaged,2018,Percent,0.73125,SD27
"Jamaica, Forest Hills",Economically Disadvantaged,2018,Percent,0.79797,SD28
"Queens Village, Rosedale, Hollis",Economically Disadvantaged,2018,Percent,0.7156,SD29
"Long Island City, Astoria",Economically Disadvantaged,2018,Percent,0.76413,SD30
Staten Island,Economically Disadvantaged,2018,Percent,0.72842,SD31
Bushwick,Economically Disadvantaged,2018,Percent,0.64899,SD32
Lower East Side,Not Economically Disadvantaged,2018,Percent,0.68323,SD1
"Stuyvesant Town, Upper E. Side",Not Economically Disadvantaged,2018,Percent,0.79564,SD2
Upper West Side,Not Economically Disadvantaged,2018,Percent,0.87831,SD3
East Harlem,Not Economically Disadvantaged,2018,Percent,0.74522,SD4
Central Harlem,Not Economically Disadvantaged,2018,Percent,0.72083,SD5
Washington Heights,Not Economically Disadvantaged,2018,Percent,0.55102,SD6
Mott Haven,Not Economically Disadvantaged,2018,Percent,0.54959,SD7
"Hunts Point, Port Morris",Not Economically Disadvantaged,2018,Percent,0.57179,SD8
"East Tremont, Morris Heights",Not Economically Disadvantaged,2018,Percent,0.5798,SD9
"Riverdale, Kingsbridge, Fordham",Not Economically Disadvantaged,2018,Percent,0.77821,SD10
"Eastchester, Baychester, Co-op City",Not Economically Disadvantaged,2018,Percent,0.68075,SD11
"Crotona Park, Morrisania, Melrose",Not Economically Disadvantaged,2018,Percent,0.4661,SD12
"Brooklyn Hts, Downtown Brooklyn",Not Economically Disadvantaged,2018,Percent,0.86079,SD13
"Williamsburg, Greenpoint",Not Economically Disadvantaged,2018,Percent,0.81176,SD14
"S. Brooklyn, Park Slope, Sunset Park",Not Economically Disadvantaged,2018,Percent,0.68169,SD15
Bedford Stuyvesant,Not Economically Disadvantaged,2018,Percent,0.58442,SD16
Crown Heights,Not Economically Disadvantaged,2018,Percent,0.67236,SD17
"East Flatbush, Canarsie",Not Economically Disadvantaged,2018,Percent,0.54701,SD18
East New York,Not Economically Disadvantaged,2018,Percent,0.63063,SD19
"Bay Ridge, Bensonhurst",Not Economically Disadvantaged,2018,Percent,0.68421,SD20
"Gravesend, Coney Island",Not Economically Disadvantaged,2018,Percent,0.74966,SD21
"Flatbush, Midwood, Sheepshead Bay",Not Economically Disadvantaged,2018,Percent,0.83588,SD22
"Brownsville, Ocean Hill",Not Economically Disadvantaged,2018,Percent,0.42029,SD23
"Sunnyside, Woodside, Jackson Hts",Not Economically Disadvantaged,2018,Percent,0.67742,SD24
"Flushing, Whitestone",Not Economically Disadvantaged,2018,Percent,0.66406,SD25
"Bayside, Douglaston, Little Neck",Not Economically Disadvantaged,2018,Percent,0.83965,SD26
"Jamaica, Howard Beach, Rockaways",Not Economically Disadvantaged,2018,Percent,0.63179,SD27
"Jamaica, Forest Hills",Not Economically Disadvantaged,2018,Percent,0.80833,SD28
"Queens Village, Rosedale, Hollis",Not Economically Disadvantaged,2018,Percent,0.7,SD29
"Long Island City, Astoria",Not Economically Disadvantaged,2018,Percent,0.79289,SD30
Staten Island,Not Economically Disadvantaged,2018,Percent,0.87355,SD31
Bushwick,Not Economically Disadvantaged,2018,Percent,0.57692,SD32
Bronx,Economically Disadvantaged,2018,Percent,0.62865,36005
Bronx,Not Economically Disadvantaged,2018,Percent,0.66152,36005
Brooklyn,Economically Disadvantaged,2018,Percent,0.72686,36047
Brooklyn,Not Economically Disadvantaged,2018,Percent,0.73896,36047
Manhattan,Economically Disadvantaged,2018,Percent,0.71427,36061
Manhattan,Not Economically Disadvantaged,2018,Percent,0.79136,36061
Queens,Economically Disadvantaged,2018,Percent,0.77347,36081
Queens,Not Economically Disadvantaged,2018,Percent,0.73872,36081
Staten Island,Economically Disadvantaged,2018,Percent,0.72842,36085
Staten Island,Not Economically Disadvantaged,2018,Percent,0.87355,36085
New York City,Economically Disadvantaged,2018,Percent,0.71727,3651000
New York City,Not Economically Disadvantaged,2018,Percent,0.75368,3651000
New York City,Economically Disadvantaged,2019,Percent,0.72528,3651000
New York City,Not Economically Disadvantaged,2019,Percent,0.77599,3651000
Bronx,Economically Disadvantaged,2019,Percent,0.65443,36005
Bronx,Not Economically Disadvantaged,2019,Percent,0.69485,36005
Brooklyn,Economically Disadvantaged,2019,Percent,0.72376,36047
Brooklyn,Not Economically Disadvantaged,2019,Percent,0.75248,36047
Manhattan,Economically Disadvantaged,2019,Percent,0.72986,36061
Manhattan,Not Economically Disadvantaged,2019,Percent,0.8075,36061
Queens,Economically Disadvantaged,2019,Percent,0.77296,36081
Queens,Not Economically Disadvantaged,2019,Percent,0.77363,36081
Staten Island,Economically Disadvantaged,2019,Percent,0.75494,36085
Staten Island,Not Economically Disadvantaged,2019,Percent,0.88787,36085
Lower East Side,Economically Disadvantaged,2019,Percent,0.6637,SD1
Lower East Side,Not Economically Disadvantaged,2019,Percent,0.6858,SD1
"Stuyvesant Town, Upper E. Side",Economically Disadvantaged,2019,Percent,0.74353,SD2
"Stuyvesant Town, Upper E. Side",Not Economically Disadvantaged,2019,Percent,0.81009,SD2
Upper West Side,Economically Disadvantaged,2019,Percent,0.70417,SD3
Upper West Side,Not Economically Disadvantaged,2019,Percent,0.88662,SD3
East Harlem,Economically Disadvantaged,2019,Percent,0.8583,SD4
East Harlem,Not Economically Disadvantaged,2019,Percent,0.83146,SD4
Central Harlem,Economically Disadvantaged,2019,Percent,0.62273,SD5
Central Harlem,Not Economically Disadvantaged,2019,Percent,0.75104,SD5
Washington Heights,Economically Disadvantaged,2019,Percent,0.70618,SD6
Washington Heights,Not Economically Disadvantaged,2019,Percent,0.59259,SD6
Mott Haven,Economically Disadvantaged,2019,Percent,0.62366,SD7
Mott Haven,Not Economically Disadvantaged,2019,Percent,0.62617,SD7
