"Name","Graduation Rate by Students with Disabilities"
"Description","New York City public high school students who graduated as of June after four years of instruction."
"Source Notes","New York City Department of Education, Graduation Results (School Years 2004-05 to 2018-19); retrieved from&nbsp;<a href=""http://schools.nyc.gov/Accountability/data/GraduationDropoutReports/default.ht""></a><a href=""https://infohub.nyced.org/reports-and-policies/citywide-information-and-data/graduation-results"">https://infohub.nyced.org/reports-and-policies/citywide-information-and-data/graduation-results</a>&nbsp;<a href=""http://schools.nyc.gov/Accountability/data/GraduationDropoutReports/default.ht""></a>"
"Notes","All data represent outcomes as of June after four years of instruction. In order to comply with FERPA regulations on public reporting of education outcomes, breakdowns where the number of students in the cohort is 5 or less are suppressed and maps and tables display ""no data"" or ""0""."

Location,Students with Disabilities,TimeFrame,DataFormat,Data,Fips
Upper West Side,Students with Disabilities,2015,Percent,0.42486,SD3
East Harlem,Students with Disabilities,2015,Percent,0.38065,SD4
Central Harlem,Students with Disabilities,2015,Percent,0.26577,SD5
Washington Heights,Students with Disabilities,2015,Percent,0.25746,SD6
Mott Haven,Students with Disabilities,2015,Percent,0.28928,SD7
"Hunts Point, Port Morris",Students with Disabilities,2015,Percent,0.26456,SD8
"East Tremont, Morris Heights",Students with Disabilities,2015,Percent,0.33925,SD9
"Riverdale, Kingsbridge, Fordham",Students with Disabilities,2015,Percent,0.3104,SD10
"Eastchester, Baychester, Co-op City",Students with Disabilities,2015,Percent,0.35526,SD11
"Crotona Park, Morrisania, Melrose",Students with Disabilities,2015,Percent,0.32727,SD12
"Brooklyn Hts, Downtown Brooklyn",Students with Disabilities,2015,Percent,0.40304,SD13
"Williamsburg, Greenpoint",Students with Disabilities,2015,Percent,0.45143,SD14
"S. Brooklyn, Park Slope, Sunset Park",Students with Disabilities,2015,Percent,0.41176,SD15
Bedford Stuyvesant,Students with Disabilities,2015,Percent,0.17518,SD16
Crown Heights,Students with Disabilities,2015,Percent,0.35276,SD17
"East Flatbush, Canarsie",Students with Disabilities,2015,Percent,0.32328,SD18
East New York,Students with Disabilities,2015,Percent,0.31157,SD19
"Bay Ridge, Bensonhurst",Students with Disabilities,2015,Percent,0.38571,SD20
"Gravesend, Coney Island",Students with Disabilities,2015,Percent,0.41099,SD21
"Flatbush, Midwood, Sheepshead Bay",Students with Disabilities,2015,Percent,0.38971,SD22
"Brownsville, Ocean Hill",Students with Disabilities,2015,Percent,0.26429,SD23
"Sunnyside, Woodside, Jackson Hts",Students with Disabilities,2015,Percent,0.35102,SD24
"Flushing, Whitestone",Students with Disabilities,2015,Percent,0.36667,SD25
"Bayside, Douglaston, Little Neck",Students with Disabilities,2015,Percent,0.55972,SD26
"Jamaica, Howard Beach, Rockaways",Students with Disabilities,2015,Percent,0.31222,SD27
"Jamaica, Forest Hills",Students with Disabilities,2015,Percent,0.47253,SD28
"Queens Village, Rosedale, Hollis",Students with Disabilities,2015,Percent,0.29464,SD29
"Long Island City, Astoria",Students with Disabilities,2015,Percent,0.39241,SD30
Staten Island,Students with Disabilities,2015,Percent,0.48027,SD31
Bushwick,Students with Disabilities,2015,Percent,0.28358,SD32
Lower East Side,General Education,2015,Percent,0.62264,SD1
"Stuyvesant Town, Upper E. Side",General Education,2015,Percent,0.74977,SD2
Upper West Side,General Education,2015,Percent,0.77922,SD3
East Harlem,General Education,2015,Percent,0.86763,SD4
Central Harlem,General Education,2015,Percent,0.71795,SD5
Washington Heights,General Education,2015,Percent,0.68898,SD6
Mott Haven,General Education,2015,Percent,0.58571,SD7
"Hunts Point, Port Morris",General Education,2015,Percent,0.50068,SD8
"East Tremont, Morris Heights",General Education,2015,Percent,0.69902,SD9
"Riverdale, Kingsbridge, Fordham",General Education,2015,Percent,0.70501,SD10
"Eastchester, Baychester, Co-op City",General Education,2015,Percent,0.73249,SD11
"Crotona Park, Morrisania, Melrose",General Education,2015,Percent,0.62548,SD12
"Brooklyn Hts, Downtown Brooklyn",General Education,2015,Percent,0.81654,SD13
"Williamsburg, Greenpoint",General Education,2015,Percent,0.74033,SD14
"S. Brooklyn, Park Slope, Sunset Park",General Education,2015,Percent,0.6968,SD15
Bedford Stuyvesant,General Education,2015,Percent,0.59548,SD16
Crown Heights,General Education,2015,Percent,0.71305,SD17
"East Flatbush, Canarsie",General Education,2015,Percent,0.6443,SD18
East New York,General Education,2015,Percent,0.62863,SD19
"Bay Ridge, Bensonhurst",General Education,2015,Percent,0.74338,SD20
"Gravesend, Coney Island",General Education,2015,Percent,0.74202,SD21
"Flatbush, Midwood, Sheepshead Bay",General Education,2015,Percent,0.82071,SD22
"Brownsville, Ocean Hill",General Education,2015,Percent,0.44248,SD23
"Sunnyside, Woodside, Jackson Hts",General Education,2015,Percent,0.73333,SD24
"Flushing, Whitestone",General Education,2015,Percent,0.69469,SD25
"Bayside, Douglaston, Little Neck",General Education,2015,Percent,0.83922,SD26
"Jamaica, Howard Beach, Rockaways",General Education,2015,Percent,0.62961,SD27
"Jamaica, Forest Hills",General Education,2015,Percent,0.8258,SD28
"Queens Village, Rosedale, Hollis",General Education,2015,Percent,0.72672,SD29
"Long Island City, Astoria",General Education,2015,Percent,0.76971,SD30
Staten Island,General Education,2015,Percent,0.82526,SD31
Bushwick,General Education,2015,Percent,0.5985,SD32
New York City,General Education,2017,Percent,0.77125,3651000
New York City,Students with Disabilities,2017,Percent,0.43357,3651000
New York City,General Education,2016,Percent,0.7593,3651000
New York City,Students with Disabilities,2016,Percent,0.41853,3651000
Bronx,General Education,2017,Percent,0.70665,36005
Bronx,Students with Disabilities,2017,Percent,0.3653,36005
Brooklyn,General Education,2017,Percent,0.76721,36047
Brooklyn,Students with Disabilities,2017,Percent,0.42841,36047
Manhattan,General Education,2017,Percent,0.7721,36061
Manhattan,Students with Disabilities,2017,Percent,0.45281,36061
Queens,General Education,2017,Percent,0.79635,36081
Queens,Students with Disabilities,2017,Percent,0.47114,36081
Staten Island,General Education,2017,Percent,0.86007,36085
Staten Island,Students with Disabilities,2017,Percent,0.51192,36085
Bronx,General Education,2016,Percent,0.68985,36005
Bronx,Students with Disabilities,2016,Percent,0.36931,36005
Brooklyn,General Education,2016,Percent,0.75305,36047
Brooklyn,Students with Disabilities,2016,Percent,0.40796,36047
Manhattan,General Education,2016,Percent,0.77199,36061
Manhattan,Students with Disabilities,2016,Percent,0.43564,36061
Queens,General Education,2016,Percent,0.781,36081
Queens,Students with Disabilities,2016,Percent,0.44979,36081
Staten Island,General Education,2016,Percent,0.85135,36085
Staten Island,Students with Disabilities,2016,Percent,0.4793,36085
Lower East Side,General Education,2017,Percent,0.65233,SD1
"Stuyvesant Town, Upper E. Side",General Education,2017,Percent,0.77194,SD2
Upper West Side,General Education,2017,Percent,0.81846,SD3
East Harlem,General Education,2017,Percent,0.92,SD4
Central Harlem,General Education,2017,Percent,0.743,SD5
Washington Heights,General Education,2017,Percent,0.69336,SD6
Mott Haven,General Education,2017,Percent,0.63809,SD7
"Hunts Point, Port Morris",General Education,2017,Percent,0.60729,SD8
"East Tremont, Morris Heights",General Education,2017,Percent,0.74691,SD9
"Riverdale, Kingsbridge, Fordham",General Education,2017,Percent,0.76428,SD10
"Eastchester, Baychester, Co-op City",General Education,2017,Percent,0.77758,SD11
"Crotona Park, Morrisania, Melrose",General Education,2017,Percent,0.59951,SD12
"Brooklyn Hts, Downtown Brooklyn",General Education,2017,Percent,0.86555,SD13
"Williamsburg, Greenpoint",General Education,2017,Percent,0.7954,SD14
"S. Brooklyn, Park Slope, Sunset Park",General Education,2017,Percent,0.73386,SD15
Bedford Stuyvesant,General Education,2017,Percent,0.61143,SD16
Crown Heights,General Education,2017,Percent,0.76165,SD17
"East Flatbush, Canarsie",General Education,2017,Percent,0.68861,SD18
East New York,General Education,2017,Percent,0.69486,SD19
"Bay Ridge, Bensonhurst",General Education,2017,Percent,0.76042,SD20
"Gravesend, Coney Island",General Education,2017,Percent,0.76094,SD21
"Flatbush, Midwood, Sheepshead Bay",General Education,2017,Percent,0.84408,SD22
"Brownsville, Ocean Hill",General Education,2017,Percent,0.47368,SD23
"Sunnyside, Woodside, Jackson Hts",General Education,2017,Percent,0.76859,SD24
"Flushing, Whitestone",General Education,2017,Percent,0.70475,SD25
"Bayside, Douglaston, Little Neck",General Education,2017,Percent,0.89038,SD26
"Jamaica, Howard Beach, Rockaways",General Education,2017,Percent,0.739,SD27
"Jamaica, Forest Hills",General Education,2017,Percent,0.8304,SD28
"Queens Village, Rosedale, Hollis",General Education,2017,Percent,0.78369,SD29
"Long Island City, Astoria",General Education,2017,Percent,0.81539,SD30
Staten Island,General Education,2017,Percent,0.86007,SD31
Bushwick,General Education,2017,Percent,0.6996,SD32
Lower East Side,Students with Disabilities,2017,Percent,0.28415,SD1
"Stuyvesant Town, Upper E. Side",Students with Disabilities,2017,Percent,0.50761,SD2
Upper West Side,Students with Disabilities,2017,Percent,0.48031,SD3
East Harlem,Students with Disabilities,2017,Percent,0.48555,SD4
Central Harlem,Students with Disabilities,2017,Percent,0.34112,SD5
Washington Heights,Students with Disabilities,2017,Percent,0.31707,SD6
Mott Haven,Students with Disabilities,2017,Percent,0.33556,SD7
"Hunts Point, Port Morris",Students with Disabilities,2017,Percent,0.29545,SD8
"East Tremont, Morris Heights",Students with Disabilities,2017,Percent,0.39658,SD9
"Riverdale, Kingsbridge, Fordham",Students with Disabilities,2017,Percent,0.41985,SD10
"Eastchester, Baychester, Co-op City",Students with Disabilities,2017,Percent,0.37607,SD11
"Crotona Park, Morrisania, Melrose",Students with Disabilities,2017,Percent,0.34316,SD12
"Brooklyn Hts, Downtown Brooklyn",Students with Disabilities,2017,Percent,0.47794,SD13
"Williamsburg, Greenpoint",Students with Disabilities,2017,Percent,0.59603,SD14
"S. Brooklyn, Park Slope, Sunset Park",Students with Disabilities,2017,Percent,0.40426,SD15
Bedford Stuyvesant,Students with Disabilities,2017,Percent,0.27848,SD16
Crown Heights,Students with Disabilities,2017,Percent,0.43544,SD17
"East Flatbush, Canarsie",Students with Disabilities,2017,Percent,0.34413,SD18
East New York,Students with Disabilities,2017,Percent,0.37725,SD19
"Bay Ridge, Bensonhurst",Students with Disabilities,2017,Percent,0.43133,SD20
"Gravesend, Coney Island",Students with Disabilities,2017,Percent,0.43659,SD21
"Flatbush, Midwood, Sheepshead Bay",Students with Disabilities,2017,Percent,0.52113,SD22
"Brownsville, Ocean Hill",Students with Disabilities,2017,Percent,0.21341,SD23
"Sunnyside, Woodside, Jackson Hts",Students with Disabilities,2017,Percent,0.43068,SD24
"Flushing, Whitestone",Students with Disabilities,2017,Percent,0.44186,SD25
"Bayside, Douglaston, Little Neck",Students with Disabilities,2017,Percent,0.62385,SD26
"Jamaica, Howard Beach, Rockaways",Students with Disabilities,2017,Percent,0.40319,SD27
"Jamaica, Forest Hills",Students with Disabilities,2017,Percent,0.51852,SD28
"Queens Village, Rosedale, Hollis",Students with Disabilities,2017,Percent,0.35714,SD29
"Long Island City, Astoria",Students with Disabilities,2017,Percent,0.46885,SD30
Staten Island,Students with Disabilities,2017,Percent,0.51192,SD31
Bushwick,Students with Disabilities,2017,Percent,0.46914,SD32
Lower East Side,General Education,2016,Percent,0.63617,SD1
"Stuyvesant Town, Upper E. Side",General Education,2016,Percent,0.78222,SD2
Upper West Side,General Education,2016,Percent,0.82016,SD3
East Harlem,General Education,2016,Percent,0.87821,SD4
Central Harlem,General Education,2016,Percent,0.71623,SD5
Washington Heights,General Education,2016,Percent,0.69916,SD6
Mott Haven,General Education,2016,Percent,0.63253,SD7
"Hunts Point, Port Morris",General Education,2016,Percent,0.56734,SD8
"East Tremont, Morris Heights",General Education,2016,Percent,0.74086,SD9
"Riverdale, Kingsbridge, Fordham",General Education,2016,Percent,0.74522,SD10
"Eastchester, Baychester, Co-op City",General Education,2016,Percent,0.75137,SD11
"Crotona Park, Morrisania, Melrose",General Education,2016,Percent,0.58192,SD12
"Brooklyn Hts, Downtown Brooklyn",General Education,2016,Percent,0.85613,SD13
"Williamsburg, Greenpoint",General Education,2016,Percent,0.77334,SD14
"S. Brooklyn, Park Slope, Sunset Park",General Education,2016,Percent,0.70957,SD15
Bedford Stuyvesant,General Education,2016,Percent,0.54496,SD16
Crown Heights,General Education,2016,Percent,0.74607,SD17
"East Flatbush, Canarsie",General Education,2016,Percent,0.63901,SD18
East New York,General Education,2016,Percent,0.72162,SD19
"Bay Ridge, Bensonhurst",General Education,2016,Percent,0.73472,SD20
"Gravesend, Coney Island",General Education,2016,Percent,0.74603,SD21
"Flatbush, Midwood, Sheepshead Bay",General Education,2016,Percent,0.84262,SD22
"Brownsville, Ocean Hill",General Education,2016,Percent,0.46138,SD23
"Sunnyside, Woodside, Jackson Hts",General Education,2016,Percent,0.75852,SD24
"Flushing, Whitestone",General Education,2016,Percent,0.71304,SD25
"Bayside, Douglaston, Little Neck",General Education,2016,Percent,0.87058,SD26
"Jamaica, Howard Beach, Rockaways",General Education,2016,Percent,0.68542,SD27
"Jamaica, Forest Hills",General Education,2016,Percent,0.82841,SD28
"Queens Village, Rosedale, Hollis",General Education,2016,Percent,0.77278,SD29
"Long Island City, Astoria",General Education,2016,Percent,0.78193,SD30
Staten Island,General Education,2016,Percent,0.85135,SD31
Bushwick,General Education,2016,Percent,0.69136,SD32
Lower East Side,Students with Disabilities,2016,Percent,0.29801,SD1
"Stuyvesant Town, Upper E. Side",Students with Disabilities,2016,Percent,0.49377,SD2
Upper West Side,Students with Disabilities,2016,Percent,0.44205,SD3
East Harlem,Students with Disabilities,2016,Percent,0.44974,SD4
Central Harlem,Students with Disabilities,2016,Percent,0.28729,SD5
Washington Heights,Students with Disabilities,2016,Percent,0.31734,SD6
Mott Haven,Students with Disabilities,2016,Percent,0.37028,SD7
"Hunts Point, Port Morris",Students with Disabilities,2016,Percent,0.32157,SD8
"East Tremont, Morris Heights",Students with Disabilities,2016,Percent,0.34538,SD9
"Riverdale, Kingsbridge, Fordham",Students with Disabilities,2016,Percent,0.41667,SD10
"Eastchester, Baychester, Co-op City",Students with Disabilities,2016,Percent,0.35821,SD11
"Crotona Park, Morrisania, Melrose",Students with Disabilities,2016,Percent,0.39747,SD12
"Brooklyn Hts, Downtown Brooklyn",Students with Disabilities,2016,Percent,0.47794,SD13
"Williamsburg, Greenpoint",Students with Disabilities,2016,Percent,0.52897,SD14
"S. Brooklyn, Park Slope, Sunset Park",Students with Disabilities,2016,Percent,0.45092,SD15
Bedford Stuyvesant,Students with Disabilities,2016,Percent,0.2406,SD16
Crown Heights,Students with Disabilities,2016,Percent,0.35519,SD17
"East Flatbush, Canarsie",Students with Disabilities,2016,Percent,0.325,SD18
East New York,Students with Disabilities,2016,Percent,0.37538,SD19
"Bay Ridge, Bensonhurst",Students with Disabilities,2016,Percent,0.41582,SD20
"Gravesend, Coney Island",Students with Disabilities,2016,Percent,0.42539,SD21
"Flatbush, Midwood, Sheepshead Bay",Students with Disabilities,2016,Percent,0.44023,SD22
"Brownsville, Ocean Hill",Students with Disabilities,2016,Percent,0.17021,SD23
"Sunnyside, Woodside, Jackson Hts",Students with Disabilities,2016,Percent,0.42105,SD24
"Flushing, Whitestone",Students with Disabilities,2016,Percent,0.41003,SD25
"Bayside, Douglaston, Little Neck",Students with Disabilities,2016,Percent,0.57143,SD26
"Jamaica, Howard Beach, Rockaways",Students with Disabilities,2016,Percent,0.39453,SD27
"Jamaica, Forest Hills",Students with Disabilities,2016,Percent,0.52,SD28
"Queens Village, Rosedale, Hollis",Students with Disabilities,2016,Percent,0.36364,SD29
"Long Island City, Astoria",Students with Disabilities,2016,Percent,0.41875,SD30
Staten Island,Students with Disabilities,2016,Percent,0.4793,SD31
Bushwick,Students with Disabilities,2016,Percent,0.43787,SD32
Lower East Side,General Education,2018,Percent,0.65233,SD1
"Stuyvesant Town, Upper E. Side",General Education,2018,Percent,0.77194,SD2
Upper West Side,General Education,2018,Percent,0.81846,SD3
East Harlem,General Education,2018,Percent,0.92,SD4
Central Harlem,General Education,2018,Percent,0.743,SD5
Washington Heights,General Education,2018,Percent,0.69336,SD6
Mott Haven,General Education,2018,Percent,0.63809,SD7
"Hunts Point, Port Morris",General Education,2018,Percent,0.60729,SD8
"East Tremont, Morris Heights",General Education,2018,Percent,0.74691,SD9
"Riverdale, Kingsbridge, Fordham",General Education,2018,Percent,0.76428,SD10
"Eastchester, Baychester, Co-op City",General Education,2018,Percent,0.77758,SD11
"Crotona Park, Morrisania, Melrose",General Education,2018,Percent,0.59951,SD12
"Brooklyn Hts, Downtown Brooklyn",General Education,2018,Percent,0.86555,SD13
"Williamsburg, Greenpoint",General Education,2018,Percent,0.7954,SD14
"S. Brooklyn, Park Slope, Sunset Park",General Education,2018,Percent,0.73386,SD15
Bedford Stuyvesant,General Education,2018,Percent,0.61143,SD16
Crown Heights,General Education,2018,Percent,0.76165,SD17
"East Flatbush, Canarsie",General Education,2018,Percent,0.68861,SD18
East New York,General Education,2018,Percent,0.69486,SD19
"Bay Ridge, Bensonhurst",General Education,2018,Percent,0.76042,SD20
"Gravesend, Coney Island",General Education,2018,Percent,0.76094,SD21
"Flatbush, Midwood, Sheepshead Bay",General Education,2018,Percent,0.84408,SD22
"Brownsville, Ocean Hill",General Education,2018,Percent,0.47368,SD23
"Sunnyside, Woodside, Jackson Hts",General Education,2018,Percent,0.76859,SD24
"Flushing, Whitestone",General Education,2018,Percent,0.70475,SD25
"Bayside, Douglaston, Little Neck",General Education,2018,Percent,0.89038,SD26
"Jamaica, Howard Beach, Rockaways",General Education,2018,Percent,0.739,SD27
"Jamaica, Forest Hills",General Education,2018,Percent,0.8304,SD28
"Queens Village, Rosedale, Hollis",General Education,2018,Percent,0.78369,SD29
"Long Island City, Astoria",General Education,2018,Percent,0.81539,SD30
Staten Island,General Education,2018,Percent,0.86007,SD31
Bushwick,General Education,2018,Percent,0.6996,SD32
Lower East Side,Students with Disabilities,2018,Percent,0.28415,SD1
"Stuyvesant Town, Upper E. Side",Students with Disabilities,2018,Percent,0.50761,SD2
Upper West Side,Students with Disabilities,2018,Percent,0.48031,SD3
East Harlem,Students with Disabilities,2018,Percent,0.48555,SD4
Central Harlem,Students with Disabilities,2018,Percent,0.34112,SD5
Washington Heights,Students with Disabilities,2018,Percent,0.31707,SD6
Mott Haven,Students with Disabilities,2018,Percent,0.33556,SD7
"Hunts Point, Port Morris",Students with Disabilities,2018,Percent,0.29545,SD8
"East Tremont, Morris Heights",Students with Disabilities,2018,Percent,0.39658,SD9
"Riverdale, Kingsbridge, Fordham",Students with Disabilities,2018,Percent,0.41985,SD10
"Eastchester, Baychester, Co-op City",Students with Disabilities,2018,Percent,0.37607,SD11
"Crotona Park, Morrisania, Melrose",Students with Disabilities,2018,Percent,0.34316,SD12
"Brooklyn Hts, Downtown Brooklyn",Students with Disabilities,2018,Percent,0.47794,SD13
"Williamsburg, Greenpoint",Students with Disabilities,2018,Percent,0.59603,SD14
"S. Brooklyn, Park Slope, Sunset Park",Students with Disabilities,2018,Percent,0.40426,SD15
Bedford Stuyvesant,Students with Disabilities,2018,Percent,0.27848,SD16
Crown Heights,Students with Disabilities,2018,Percent,0.43544,SD17
"East Flatbush, Canarsie",Students with Disabilities,2018,Percent,0.34413,SD18
East New York,Students with Disabilities,2018,Percent,0.37725,SD19
"Bay Ridge, Bensonhurst",Students with Disabilities,2018,Percent,0.43133,SD20
"Gravesend, Coney Island",Students with Disabilities,2018,Percent,0.43659,SD21
"Flatbush, Midwood, Sheepshead Bay",Students with Disabilities,2018,Percent,0.52113,SD22
"Brownsville, Ocean Hill",Students with Disabilities,2018,Percent,0.21341,SD23
"Sunnyside, Woodside, Jackson Hts",Students with Disabilities,2018,Percent,0.43068,SD24
"Flushing, Whitestone",Students with Disabilities,2018,Percent,0.44186,SD25
"Bayside, Douglaston, Little Neck",Students with Disabilities,2018,Percent,0.62385,SD26
"Jamaica, Howard Beach, Rockaways",Students with Disabilities,2018,Percent,0.40319,SD27
"Jamaica, Forest Hills",Students with Disabilities,2018,Percent,0.51852,SD28
"Queens Village, Rosedale, Hollis",Students with Disabilities,2018,Percent,0.35714,SD29
"Long Island City, Astoria",Students with Disabilities,2018,Percent,0.46885,SD30
Staten Island,Students with Disabilities,2018,Percent,0.51192,SD31
Bushwick,Students with Disabilities,2018,Percent,0.46914,SD32
Bronx,General Education,2018,Percent,0.70876,36005
Bronx,Students with Disabilities,2018,Percent,0.39157,36005
Brooklyn,General Education,2018,Percent,0.78847,36047
Brooklyn,Students with Disabilities,2018,Percent,0.46767,36047
Manhattan,General Education,2018,Percent,0.78737,36061
Manhattan,Students with Disabilities,2018,Percent,0.4924,36061
Queens,General Education,2018,Percent,0.80775,36081
Queens,Students with Disabilities,2018,Percent,0.51853,36081
Staten Island,General Education,2018,Percent,0.86362,36085
Staten Island,Students with Disabilities,2018,Percent,0.51423,36085
New York City,General Education,2018,Percent,0.78421,3651000
New York City,Students with Disabilities,2018,Percent,0.46915,3651000
New York City,General Education,2019,Percent,0.7955,3651000
Bronx,General Education,2019,Percent,0.74007,36005
Brooklyn,General Education,2019,Percent,0.78559,36047
Manhattan,General Education,2019,Percent,0.80008,36061
Queens,General Education,2019,Percent,0.81967,36081
Staten Island,General Education,2019,Percent,0.87816,36085
Lower East Side,General Education,2019,Percent,0.7072,SD1
"Stuyvesant Town, Upper E. Side",General Education,2019,Percent,0.80112,SD2
Upper West Side,General Education,2019,Percent,0.83776,SD3
East Harlem,General Education,2019,Percent,0.91779,SD4
Central Harlem,General Education,2019,Percent,0.7562,SD5
Washington Heights,General Education,2019,Percent,0.74845,SD6
Mott Haven,General Education,2019,Percent,0.69243,SD7
"Hunts Point, Port Morris",General Education,2019,Percent,0.64846,SD8
"East Tremont, Morris Heights",General Education,2019,Percent,0.75488,SD9
"Riverdale, Kingsbridge, Fordham",General Education,2019,Percent,0.80283,SD10
"Eastchester, Baychester, Co-op City",General Education,2019,Percent,0.79528,SD11
"Crotona Park, Morrisania, Melrose",General Education,2019,Percent,0.6348,SD12
"Brooklyn Hts, Downtown Brooklyn",General Education,2019,Percent,0.87576,SD13
"Williamsburg, Greenpoint",General Education,2019,Percent,0.83743,SD14
"S. Brooklyn, Park Slope, Sunset Park",General Education,2019,Percent,0.74958,SD15
Bedford Stuyvesant,General Education,2019,Percent,0.61994,SD16
Crown Heights,General Education,2019,Percent,0.78849,SD17
"East Flatbush, Canarsie",General Education,2019,Percent,0.64248,SD18
East New York,General Education,2019,Percent,0.81789,SD19
"Bay Ridge, Bensonhurst",General Education,2019,Percent,0.75217,SD20
"Gravesend, Coney Island",General Education,2019,Percent,0.79131,SD21
"Flatbush, Midwood, Sheepshead Bay",General Education,2019,Percent,0.85194,SD22
"Brownsville, Ocean Hill",General Education,2019,Percent,0.48127,SD23
"Sunnyside, Woodside, Jackson Hts",General Education,2019,Percent,0.80441,SD24
"Flushing, Whitestone",General Education,2019,Percent,0.75212,SD25
"Bayside, Douglaston, Little Neck",General Education,2019,Percent,0.89827,SD26
"Jamaica, Howard Beach, Rockaways",General Education,2019,Percent,0.7603,SD27
"Jamaica, Forest Hills",General Education,2019,Percent,0.85467,SD28
"Queens Village, Rosedale, Hollis",General Education,2019,Percent,0.82838,SD29
"Long Island City, Astoria",General Education,2019,Percent,0.80603,SD30
Staten Island,General Education,2019,Percent,0.87816,SD31
Bushwick,General Education,2019,Percent,0.69231,SD32
New York City,Students with Disabilities,2019,Percent,0.49006,3651000
Bronx,Students with Disabilities,2019,Percent,0.41811,36005
Brooklyn,Students with Disabilities,2019,Percent,0.48875,36047
Manhattan,Students with Disabilities,2019,Percent,0.52013,36061
Queens,Students with Disabilities,2019,Percent,0.52184,36081
Staten Island,Students with Disabilities,2019,Percent,0.56394,36085
Lower East Side,Students with Disabilities,2019,Percent,0.47799,SD1
"Stuyvesant Town, Upper E. Side",Students with Disabilities,2019,Percent,0.57761,SD2
Upper West Side,Students with Disabilities,2019,Percent,0.47368,SD3
East Harlem,Students with Disabilities,2019,Percent,0.58192,SD4
Central Harlem,Students with Disabilities,2019,Percent,0.24571,SD5
Washington Heights,Students with Disabilities,2019,Percent,0.41991,SD6
Mott Haven,Students with Disabilities,2019,Percent,0.44057,SD7
"Hunts Point, Port Morris",Students with Disabilities,2019,Percent,0.34019,SD8
"East Tremont, Morris Heights",Students with Disabilities,2019,Percent,0.38798,SD9
"Riverdale, Kingsbridge, Fordham",Students with Disabilities,2019,Percent,0.5,SD10
"Eastchester, Baychester, Co-op City",Students with Disabilities,2019,Percent,0.42726,SD11
"Crotona Park, Morrisania, Melrose",Students with Disabilities,2019,Percent,0.3789,SD12
"Brooklyn Hts, Downtown Brooklyn",Students with Disabilities,2019,Percent,0.56126,SD13
"Williamsburg, Greenpoint",Students with Disabilities,2019,Percent,0.60494,SD14
"S. Brooklyn, Park Slope, Sunset Park",Students with Disabilities,2019,Percent,0.43767,SD15
Bedford Stuyvesant,Students with Disabilities,2019,Percent,0.38462,SD16
Crown Heights,Students with Disabilities,2019,Percent,0.47826,SD17
"East Flatbush, Canarsie",Students with Disabilities,2019,Percent,0.38095,SD18
East New York,Students with Disabilities,2019,Percent,0.49693,SD19
"Bay Ridge, Bensonhurst",Students with Disabilities,2019,Percent,0.51293,SD20
"Gravesend, Coney Island",Students with Disabilities,2019,Percent,0.49819,SD21
"Flatbush, Midwood, Sheepshead Bay",Students with Disabilities,2019,Percent,0.59259,SD22
"Brownsville, Ocean Hill",Students with Disabilities,2019,Percent,0.26396,SD23
"Sunnyside, Woodside, Jackson Hts",Students with Disabilities,2019,Percent,0.49628,SD24
"Flushing, Whitestone",Students with Disabilities,2019,Percent,0.46701,SD25
"Bayside, Douglaston, Little Neck",Students with Disabilities,2019,Percent,0.67843,SD26
"Jamaica, Howard Beach, Rockaways",Students with Disabilities,2019,Percent,0.48084,SD27
"Jamaica, Forest Hills",Students with Disabilities,2019,Percent,0.51683,SD28
"Queens Village, Rosedale, Hollis",Students with Disabilities,2019,Percent,0.43096,SD29
"Long Island City, Astoria",Students with Disabilities,2019,Percent,0.5248,SD30
Staten Island,Students with Disabilities,2019,Percent,0.56394,SD31
Bushwick,Students with Disabilities,2019,Percent,0.49306,SD32
